Gender_Code,Work_Schedule_Code,Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,Housing_tenure_group_code,Income_Code,imd_decile,green_space_pct,park_distance_m,crime_rate_per_1000
1,5,11,5,5,2,2,5,1,10,92.9,452.5629203,64.10579525
1,2,3,1,3,2,2,2,4,3,70.6,258.2009172,106.554188
2,2,4,1,8,0,2,5,3,3,97.0,264.3067567,82.92437534
1,2,10,2,8,2,2,1,2,4,57.5,167.3391426,106.554188
2,2,6,4,9,2,1,5,5,8,90.7,209.4413019,81.460788
1,8,7,6,2,2,1,1,1,4,56.7,296.8690482,64.10579525
2,2,4,5,9,0,2,5,5,6,60.7,581.1251651,61.22939836
1,2,4,1,7,2,2,5,5,9,87.3,320.5135889,71.52628694
2,8,3,4,8,1,1,2,1,3,91.2,428.2510822,102.9492058
1,2,6,5,7,2,2,5,5,5,84.7,207.7980538,93.94595065
1,3,9,1,9,0,2,0,5,10,89.7,429.8387092,161.7785752
1,2,3,1,8,2,2,5,4,6,78.2,388.9270424,73.10062573
1,2,3,1,10,1,2,2,2,4,91.5,365.4751907,81.460788
2,2,5,5,5,2,1,5,5,5,15.9,267.3949662,106.554188
2,2,9,4,8,0,2,4,5,6,38.4,336.0770795,372.933205
2,2,3,3,7,2,2,2,2,2,74.5,174.1819682,89.33622132
1,8,8,2,5,2,1,1,0,2,65.9,281.6429255,81.460788
1,3,7,2,6,2,2,0,2,3,96.6,538.7700054,92.56137265
1,8,8,4,5,2,1,2,1,9,96.3,368.6878,71.52628694
1,2,5,5,8,2,2,5,5,4,74.4,203.8065011,81.460788
2,2,5,5,7,2,2,2,2,2,65.4,359.261419,96.79696038
2,2,6,1,8,0,2,2,5,4,68.5,249.6918473,110.3108459
1,2,9,2,5,2,2,5,3,4,85.3,279.6337094,82.92437534
2,2,8,2,7,2,2,5,5,2,82.7,273.3212368,81.460788
2,2,5,5,8,2,2,5,0,9,98.0,380.1188067,64.46313682
1,6,1,2,10,2,1,4,4,9,92.8,649.0194566,69.34413948
1,3,8,5,5,1,2,5,0,9,96.7,331.2468311,81.460788
2,2,3,4,4,2,2,2,2,5,83.3,419.5143042,372.933205
1,2,2,2,6,0,2,3,0,2,79.5,398.7856089,102.9492058
1,3,3,3,8,2,1,2,0,5,84.3,209.5898145,112.8953553
1,8,9,2,3,2,1,2,1,6,91.0,350.4860176,81.460788
2,2,6,5,7,2,2,2,5,9,91.9,379.3188213,69.34413948
1,5,12,2,8,0,2,4,5,9,73.4,265.4326667,71.52628694
1,3,4,1,6,2,2,2,4,7,89.9,241.9406364,110.3108459
1,2,8,4,6,2,2,5,4,9,94.1,408.8610641,75.01260027
1,7,5,1,5,2,1,2,1,3,61.1,154.7604152,127.4397297
3,3,5,1,7,1,2,5,2,3,68.2,215.1849939,106.554188
1,2,7,4,8,1,1,2,0,6,90.9,431.9664867,110.3108459
1,3,6,5,7,2,2,5,5,9,79.1,622.7682568,64.10579525
1,2,3,3,7,2,2,6,0,7,96.4,504.5082864,64.7356604
1,2,7,6,7,2,1,2,3,9,92.8,649.0194566,69.34413948
2,2,5,3,5,2,1,2,3,5,92.4,244.8868506,113.5974039
1,2,5,5,8,0,2,5,5,3,89.4,151.178785,93.94595065
1,2,3,1,10,0,2,1,5,8,79.8,225.2410347,96.79696038
1,2,7,1,9,0,1,5,5,2,77.7,166.8381638,112.8953553
1,7,4,5,7,1,2,2,0,4,87.3,578.6153528,372.933205
1,3,6,5,6,2,2,4,1,2,78.8,154.3225881,106.554188
1,6,3,3,9,0,2,4,5,3,72.3,258.9498126,93.94595065
1,2,4,2,7,1,2,3,3,3,95.4,364.9575037,64.7356604
1,3,9,3,8,1,2,5,1,5,72.9,711.1346503,85.64933259
1,2,6,1,6,2,2,5,0,9,86.8,551.627162,59.12433069
1,2,6,5,7,2,2,5,4,1,81.6,280.3949863,121.6670744
1,2,3,3,5,2,2,2,2,7,66.5,411.0264496,113.5974039
1,2,7,5,8,2,1,5,5,9,83.7,410.3327899,71.52628694
1,7,3,4,6,2,2,1,4,6,39.3,150.6455461,161.7785752
2,2,5,1,8,2,2,2,3,4,89.4,151.178785,93.94595065
1,3,11,4,7,0,1,4,3,3,80.1,370.2069804,89.33622132
1,2,4,3,4,2,1,2,2,4,23.1,387.6253905,75.01260027
1,3,7,5,4,2,2,5,2,6,91.9,443.9357978,59.12433069
3,3,5,5,8,0,2,5,5,10,81.6,424.4852207,78.28836493
1,8,7,4,1,2,0,3,1,3,78.3,185.494974,107.0192611
1,2,8,4,6,2,2,5,3,6,95.2,293.0272051,78.28836493
1,8,10,4,8,1,1,1,1,4,85.9,241.3014836,87.80214462
2,2,4,1,8,2,2,5,5,6,93.2,249.9719801,82.92437534
1,5,11,2,7,0,2,4,1,4,91.9,473.8950251,87.80214462
1,9,4,6,5,2,2,2,0,4,79.1,489.4121318,82.92437534
1,2,3,2,7,2,1,3,0,2,77.7,166.8381638,112.8953553
1,9,5,5,7,0,1,5,5,8,93.9,331.8067901,78.28836493
1,7,9,4,7,2,1,5,1,8,85.6,514.791856,73.10062573
1,2,8,3,6,2,2,5,0,4,92.4,423.6518216,102.9492058
1,2,5,1,9,0,2,4,5,9,83.7,547.2337033,64.7356604
1,2,9,2,8,2,1,4,5,9,83.9,519.9973773,69.34413948
2,5,10,2,8,0,2,5,0,10,90.7,353.8252072,87.80214462
1,3,4,1,7,2,1,1,4,2,86.7,427.6443798,89.33622132
2,8,5,4,5,1,1,3,1,7,83.5,478.9911174,110.3108459
1,2,5,5,8,0,2,5,5,3,92.4,423.6518216,102.9492058
1,2,6,4,7,2,2,5,3,2,66.4,175.6777855,106.554188
2,2,3,1,5,2,2,3,5,4,68.5,503.0448939,372.933205
1,2,5,5,9,0,1,5,5,5,96.4,221.5735411,89.33622132
2,2,4,4,10,1,0,4,5,4,93.0,238.395493,144.3589814
1,3,6,3,8,1,2,0,3,5,72.4,368.3446037,81.460788
1,7,10,4,4,2,2,4,1,2,80.1,217.2005439,107.0192611
2,2,10,4,9,0,1,2,3,2,85.2,356.1693011,113.5974039
1,9,6,5,10,0,1,5,0,4,89.0,1600.3586,64.46313682
2,2,6,5,10,1,2,5,5,7,90.2,360.3959185,81.460788
2,7,4,4,4,2,0,7,3,2,48.2,476.5814879,82.92437534
1,3,7,5,9,0,2,2,4,2,82.1,273.1457849,121.6670744
1,3,4,3,7,2,2,2,3,2,86.5,219.2024218,127.4397297
1,2,8,5,9,0,2,5,5,7,87.6,296.2050552,69.34413948
1,2,4,3,5,2,2,2,0,7,89.9,241.9406364,110.3108459
1,3,3,6,8,2,2,1,3,2,94.5,358.2562765,110.3108459
2,3,7,1,7,2,2,3,4,4,86.5,185.1511631,112.8953553
1,2,4,1,7,2,1,2,2,4,87.1,415.9009826,81.460788
2,3,2,1,8,1,2,2,2,7,42.2,285.2304662,106.554188
1,8,6,5,7,2,2,5,3,3,79.8,247.2901421,87.80214462
1,3,3,3,4,2,1,2,2,5,85.6,390.6371253,161.7785752
1,3,6,5,9,1,1,5,5,8,83.9,519.9973773,69.34413948
1,8,6,6,4,2,2,2,2,8,94.3,454.3773649,64.10579525
1,2,4,4,7,2,1,5,5,5,7.2,277.9059045,633.9355852
1,3,3,6,5,2,1,3,1,5,97.6,618.8234725,73.74327005
1,2,9,5,1,2,1,5,4,7,90.1,466.077237,64.46313682
1,2,6,2,2,2,2,2,2,8,85.5,402.67,71.52628694
1,2,4,3,1,2,0,2,2,4,96.0,340.3336151,93.94595065
1,12,11,1,9,0,2,4,4,7,55.0,278.7920197,161.7785752
2,2,7,5,7,0,2,5,4,5,89.8,796.3225579,73.10062573
2,6,1,2,7,1,2,0,5,9,89.5,337.9697387,59.12433069
1,2,6,2,7,2,1,3,3,3,93.7,557.0235265,121.6670744
1,2,5,5,5,2,1,1,3,3,65.8,465.2893145,64.46313682
1,3,6,5,6,2,1,2,0,4,91.0,391.6311999,78.28836493
1,7,3,1,9,0,2,2,4,4,88.5,210.4077596,127.4397297
1,2,7,5,9,1,2,2,0,9,85.7,248.8260142,71.52628694
1,2,2,3,7,2,1,2,4,4,79.6,312.277743,113.5974039
2,2,3,3,6,0,1,2,5,5,48.2,272.7341456,106.554188
1,4,12,4,7,2,2,4,1,9,94.5,278.4041501,75.01260027
1,4,6,1,4,1,2,5,5,3,65.5,504.3724199,81.460788
1,3,10,1,7,1,2,5,3,9,98.8,432.6289297,96.79696038
1,3,5,5,8,2,2,1,0,5,90.1,269.2143678,93.94595065
1,3,5,5,6,2,2,2,3,6,95.4,227.9297297,64.10579525
1,3,2,3,10,2,2,8,0,2,55.3,180.6842103,93.94595065
1,2,9,4,9,2,2,4,0,9,89.2,361.6728254,64.10579525
1,2,3,3,8,1,1,2,3,3,87.6,224.5906916,121.6670744
1,5,10,2,5,2,1,4,0,9,87.6,603.9535273,69.34413948
1,2,3,2,8,0,1,5,4,8,94.0,365.1317189,61.22939836
1,2,3,1,9,0,2,6,3,9,94.3,279.5283645,59.12433069
2,5,9,4,8,0,1,4,0,9,85.7,248.8260142,71.52628694
1,2,4,5,6,2,1,1,3,7,48.3,225.3310232,75.01260027
2,3,4,1,8,1,2,3,2,5,83.0,669.8191652,89.33622132
2,3,10,2,7,0,1,4,5,9,92.4,506.3653656,61.22939836
1,2,5,1,10,1,2,5,5,3,75.8,208.1437863,121.6670744
1,9,10,5,9,0,2,5,0,8,95.4,657.5483001,73.74327005
2,5,11,3,10,0,2,4,2,3,67.2,213.7486823,112.8953553
2,2,7,5,7,2,2,4,5,3,98.5,194.1113429,102.9492058
1,2,6,2,8,2,1,1,3,3,91.2,402.4164668,102.9492058
2,2,3,3,8,2,2,2,3,4,21.8,331.5757804,106.554188
2,8,5,5,5,2,2,3,2,2,72.8,192.1284982,127.4397297
3,2,5,4,7,2,2,2,3,3,93.8,203.8307111,93.94595065
1,2,3,3,8,0,2,2,5,5,57.7,136.2703837,112.8953553
2,7,2,4,1,1,2,7,0,2,73.8,275.6136959,102.9492058
2,2,4,3,9,1,2,2,4,4,93.6,531.0199417,75.01260027
1,2,7,1,8,2,2,4,5,3,93.2,351.4316316,92.56137265
1,2,5,3,8,2,1,2,5,4,80.1,485.7477147,107.0192611
2,2,2,1,7,2,1,2,3,4,30.6,175.682866,127.4397297
1,2,9,2,8,0,2,1,4,5,97.5,165.4071761,87.80214462
2,7,5,2,2,2,0,6,0,3,93.4,205.8874095,82.92437534
1,5,11,2,8,2,2,5,1,3,63.8,310.18823,106.554188
1,9,6,5,8,0,1,0,4,6,76.4,435.2686482,85.64933259
1,2,6,3,5,2,2,2,2,5,79.8,380.1352283,112.8953553
1,2,11,1,9,0,2,4,5,3,97.0,264.3067567,82.92437534
1,2,4,3,6,2,2,2,5,3,63.2,217.5237737,121.6670744
1,7,7,4,7,2,1,4,2,2,76.8,371.6786089,92.56137265
2,8,5,1,7,2,2,2,1,9,79.2,431.7770913,73.10062573
1,2,4,1,8,0,2,2,4,6,77.9,250.1292055,113.5974039
1,3,6,5,7,1,2,5,3,3,92.0,360.0336794,82.92437534
1,3,11,1,8,1,2,4,0,8,58.3,372.8135629,75.01260027
2,8,7,4,4,2,2,1,1,4,84.7,358.3771119,73.74327005
1,2,5,5,8,0,2,5,4,2,82.4,304.0914946,64.10579525
1,8,3,3,4,2,1,2,1,7,89.5,243.8631174,64.7356604
2,2,2,1,9,0,2,2,3,3,75.7,557.9557642,77.02625332
2,6,1,4,5,2,1,8,0,4,88.0,566.555378,75.01260027
1,6,2,2,6,1,2,3,1,2,63.8,310.18823,106.554188
2,7,8,3,4,1,1,2,3,4,71.9,242.3407647,71.52628694
1,5,11,4,5,1,2,4,0,9,89.9,256.5943745,87.80214462
1,2,4,5,7,1,2,2,0,5,80.9,434.863926,78.28836493
1,2,4,3,6,2,2,2,5,4,88.8,397.9618259,96.79696038
2,8,5,2,7,1,2,8,3,1,74.4,203.8065011,81.460788
1,5,11,4,5,2,2,1,1,2,29.9,320.0387026,121.6670744
1,5,11,4,7,2,2,1,2,9,86.0,562.9502549,75.01260027
1,3,4,4,8,2,2,5,0,7,58.3,372.8135629,75.01260027
1,2,3,3,8,2,1,2,3,4,81.8,234.9155042,127.4397297
1,3,5,5,9,0,2,5,5,10,81.7,295.710416,59.12433069
2,2,6,4,5,2,2,5,0,1,73.2,400.3883994,110.3108459
2,2,5,5,8,1,1,5,0,5,93.9,261.5263798,102.9492058
1,9,5,5,8,0,2,5,0,2,90.0,478.5270103,96.79696038
2,2,3,5,4,2,1,5,3,6,78.3,271.2329503,96.79696038
1,7,7,4,5,2,2,4,1,5,98.8,432.6289297,96.79696038
1,2,4,1,7,2,2,2,3,4,40.1,248.0655072,107.0192611
1,5,11,1,10,2,2,4,2,3,82.7,1320.024687,61.22939836
1,7,6,4,7,2,2,5,1,6,87.2,186.6749724,96.79696038
1,5,10,4,9,0,2,4,3,10,84.8,600.632258,64.10579525
1,3,7,5,8,1,2,5,5,6,77.5,258.4916932,107.0192611
1,2,5,4,7,2,2,5,5,6,90.5,242.0155766,64.7356604
1,3,5,5,5,2,1,4,4,5,95.1,341.0629634,82.92437534
1,2,4,4,5,2,2,2,3,6,81.0,443.6070744,93.94595065
1,3,8,5,8,0,2,5,5,6,75.1,272.5378186,92.56137265
1,3,11,2,6,1,2,3,1,6,85.6,390.6371253,161.7785752
1,6,2,3,8,2,2,2,0,2,35.8,406.4771433,372.933205
1,3,5,5,6,2,1,2,0,5,93.8,372.4357116,64.46313682
1,3,5,6,8,1,2,0,2,3,80.8,387.3530042,127.4397297
1,8,8,5,6,2,1,5,3,9,99.1,273.946818,64.7356604
0,6,2,2,10,0,2,8,0,7,74.0,373.1459577,81.460788
2,2,13,1,10,0,1,5,4,9,88.6,384.2407087,71.52628694
1,3,4,5,5,2,2,2,0,2,77.1,408.696074,96.79696038
2,2,9,1,7,2,2,4,3,8,92.4,846.0747864,61.22939836
1,3,5,5,8,2,2,5,4,2,78.9,254.2155395,112.8953553
2,2,8,2,2,2,2,6,2,6,82.8,372.6382826,85.64933259
1,2,4,1,8,0,2,2,5,6,90.6,407.0761979,107.0192611
1,2,5,1,4,0,2,2,5,1,76.6,186.3648458,110.3108459
1,2,5,4,7,2,2,4,5,2,67.7,173.5987761,107.0192611
1,2,3,1,8,0,2,2,0,3,48.2,476.5814879,82.92437534
1,7,4,3,3,2,2,2,3,4,72.4,368.3446037,81.460788
3,3,2,3,7,2,2,8,1,6,93.4,227.4610504,93.94595065
1,2,3,3,7,2,1,2,5,5,57.5,167.3391426,106.554188
1,2,8,4,5,1,1,5,0,8,65.6,445.4240359,87.80214462
3,6,4,6,5,2,2,4,2,5,97.5,165.4071761,87.80214462
1,2,5,5,8,1,2,5,5,6,85.3,463.04609,82.92437534
1,2,4,1,8,0,1,5,5,3,93.9,509.8237795,93.94595065
1,3,6,5,8,1,2,5,5,8,62.7,459.6985916,69.34413948
2,2,4,3,9,2,2,2,4,3,64.9,438.2215862,71.52628694
1,7,3,2,5,2,2,4,0,4,75.1,571.9267402,107.0192611
1,3,8,1,8,0,1,4,1,10,92.0,530.5849748,64.7356604
1,3,7,5,8,2,2,4,4,3,86.1,515.3137583,107.0192611
1,7,3,6,3,2,2,1,1,2,82.7,496.9941142,92.56137265
1,9,5,5,6,2,2,1,1,2,69.2,234.2804876,75.01260027
2,2,4,3,8,1,1,2,4,3,85.2,213.1330319,372.933205
1,8,10,2,9,2,2,4,3,4,83.5,671.3311741,87.80214462
1,7,7,6,6,2,1,1,2,2,63.8,310.18823,106.554188
2,6,1,2,8,2,2,4,0,6,71.9,304.440093,71.52628694
1,3,5,5,4,2,2,1,1,3,92.3,396.3142613,77.02625332
2,2,6,5,5,2,2,2,5,6,78.8,290.839218,161.7785752
1,2,3,1,8,0,2,2,3,4,86.9,387.9169126,78.28836493
1,2,5,3,7,1,2,2,0,3,78.9,321.3111848,64.7356604
2,7,7,4,7,2,2,3,1,5,81.7,349.6899188,89.33622132
1,3,8,5,8,0,2,4,0,9,95.3,805.2251128,87.80214462
1,8,7,5,6,2,2,5,4,8,83.8,355.4193846,71.52628694
2,2,4,5,7,2,2,2,3,4,86.5,1019.083529,77.02625332
2,7,2,1,7,2,2,4,5,3,30.6,175.682866,127.4397297
1,3,4,1,7,2,2,5,5,3,40.1,263.8536723,96.13295825
2,2,6,2,8,2,1,2,0,7,87.3,320.5135889,71.52628694
2,3,9,6,10,0,2,2,2,10,88.0,327.0074148,81.460788
1,2,5,1,8,0,1,5,0,7,94.5,359.0248844,64.10579525
1,7,10,4,6,2,0,1,1,2,79.1,489.4121318,82.92437534
1,9,6,5,9,0,2,4,5,8,75.1,272.5378186,92.56137265
1,2,3,3,7,2,2,2,2,2,78.9,254.2155395,112.8953553
1,3,6,3,10,0,2,2,2,7,85.6,312.9498369,64.7356604
1,2,2,2,5,2,2,4,5,2,51.0,205.3602516,93.94595065
1,7,4,2,2,2,0,4,0,4,89.1,567.1022262,89.33622132
2,2,4,4,5,2,2,1,2,5,29.9,320.0387026,121.6670744
1,2,7,5,7,2,1,4,0,7,86.5,654.3968882,85.64933259
2,4,5,1,8,2,1,2,3,4,60.3,348.3833699,112.8953553
1,3,3,2,4,2,2,6,3,3,78.0,249.4424465,93.94595065
1,5,4,6,1,2,1,1,1,2,72.8,192.1284982,127.4397297
2,2,3,1,8,0,2,5,5,7,99.6,835.10544,64.46313682
1,3,8,1,7,2,2,2,4,7,85.6,514.791856,73.10062573
1,3,5,6,7,1,2,2,1,8,81.9,402.637321,75.01260027
1,5,11,4,7,2,2,1,1,6,88.4,195.1597373,127.4397297
1,6,3,1,7,2,2,8,4,5,71.9,304.440093,71.52628694
2,3,11,1,10,0,2,4,5,9,90.2,489.3046499,59.12433069
2,2,7,5,8,2,1,2,1,1,73.2,400.3883994,110.3108459
1,3,4,3,5,2,2,2,2,3,84.8,363.8873428,110.3108459
1,8,7,2,8,2,1,1,1,7,95.4,346.0716235,64.10579525
1,9,8,6,3,2,2,2,1,4,86.3,264.452818,81.460788
1,3,6,6,9,1,2,3,2,2,92.6,323.3037533,102.9492058
1,2,5,5,9,0,2,5,5,5,83.7,547.2337033,64.7356604
1,9,4,5,9,2,2,5,0,3,88.4,341.5086728,102.9492058
1,2,7,5,8,0,2,5,0,8,81.6,424.4852207,78.28836493
1,2,9,4,8,2,2,3,2,5,98.8,432.6289297,96.79696038
1,7,7,5,5,2,1,4,4,7,48.3,225.3310232,75.01260027
2,5,11,4,5,2,0,4,2,5,81.7,685.4587067,61.22939836
1,2,6,6,7,2,1,5,3,9,78.8,270.1082643,87.80214462
1,2,3,4,9,2,1,2,3,5,78.2,388.9270424,73.10062573
1,8,5,4,4,2,2,2,0,6,78.8,290.839218,161.7785752
2,8,6,4,7,2,2,1,1,7,77.6,413.541148,372.933205
1,3,6,5,8,0,2,5,5,9,95.9,282.676841,92.56137265
1,3,6,5,10,1,2,5,0,5,95.4,364.9575037,64.7356604
2,2,3,3,7,2,1,2,2,3,72.3,258.9498126,93.94595065
1,2,7,5,9,0,1,5,5,5,62.5,228.9779782,127.4397297
1,2,4,4,7,2,2,5,0,5,66.2,408.9015291,75.01260027
1,9,5,1,7,1,2,2,3,4,95.2,268.27676,102.9492058
1,7,4,5,7,1,1,5,3,6,81.2,313.0249985,89.33622132
1,2,3,3,8,0,2,2,4,9,81.9,402.637321,75.01260027
1,5,10,2,6,2,2,4,3,5,86.7,620.0175106,96.79696038
1,3,11,2,8,2,2,5,2,6,89.8,698.3319108,85.64933259
2,3,2,3,8,2,2,2,1,7,75.6,319.6150424,71.52628694
1,8,6,1,9,0,2,3,4,2,77.7,166.8381638,112.8953553
1,2,6,5,8,2,2,4,5,3,61.3,118.9556881,106.554188
1,2,10,2,8,0,2,4,5,5,78.3,601.652503,85.64933259
1,2,8,4,7,0,2,2,4,2,83.5,449.266961,87.80214462
1,2,3,3,6,2,1,2,4,4,88.0,566.555378,75.01260027
1,2,8,4,9,2,2,2,0,4,88.1,555.7562383,89.33622132
2,7,9,4,8,2,2,2,2,3,56.6,198.3131996,112.8953553
1,3,4,1,5,2,2,2,3,3,61.1,154.7604152,127.4397297
1,3,10,2,8,1,2,4,0,7,95.2,722.9293734,61.22939836
2,6,2,3,7,2,1,2,2,8,87.4,720.128059,113.5974039
1,2,8,1,8,0,2,5,5,6,87.0,374.2086874,75.01260027
2,2,5,1,7,1,2,5,5,3,95.4,364.9575037,64.7356604
2,2,3,1,8,0,2,5,5,4,86.1,515.3137583,107.0192611
1,4,7,1,6,1,2,5,4,5,74.5,388.1308043,89.33622132
1,2,2,1,8,2,1,2,0,9,57.5,167.3391426,106.554188
1,2,3,1,6,0,1,2,5,9,90.5,242.0155766,64.7356604
2,7,6,1,5,2,2,5,2,6,86.1,322.5377849,93.94595065
1,2,4,1,9,0,2,5,5,3,42.9,574.1803878,161.7785752
1,7,7,2,7,1,2,6,4,2,63.8,310.18823,106.554188
1,2,4,4,9,0,2,5,5,2,68.7,210.6339336,106.554188
1,9,4,5,7,2,2,5,5,3,88.4,432.918309,87.80214462
1,7,6,6,9,2,2,8,1,5,46.5,161.3615074,161.7785752
2,8,11,1,7,1,0,1,2,2,89.1,383.4034609,92.56137265
1,5,11,4,5,2,2,4,2,8,96.7,500.0331967,87.80214462
1,3,6,4,8,1,2,0,1,5,87.5,347.5585172,89.33622132
0,3,4,6,5,2,2,1,0,2,76.4,187.7302181,113.5974039
1,2,6,4,7,2,2,2,3,4,80.1,370.2069804,89.33622132
1,2,4,1,6,1,1,2,5,3,50.2,193.3377661,121.6670744
1,2,4,1,7,2,2,2,5,7,86.5,654.3968882,85.64933259
1,2,7,5,10,0,2,5,0,7,80.9,359.0418989,93.94595065
1,7,2,6,7,2,2,2,1,2,77.1,408.696074,96.79696038
1,2,4,6,10,0,2,3,1,3,94.5,358.2562765,110.3108459
1,3,2,3,8,2,1,2,1,5,62.3,427.5065194,106.554188
1,2,4,1,9,0,1,5,5,2,72.9,159.1394041,106.554188
2,3,8,4,7,1,2,4,0,7,73.4,265.4326667,71.52628694
1,3,6,4,6,0,1,5,0,3,40.1,263.8536723,96.13295825
1,3,10,1,7,1,2,4,0,4,86.7,340.0225799,96.79696038
1,2,6,5,5,2,1,5,3,8,96.2,523.4288408,61.22939836
1,3,2,3,6,2,2,2,0,2,62.8,448.0159166,107.0192611
1,2,3,4,7,2,2,4,3,7,91.7,315.5258907,87.80214462
1,3,3,1,7,1,2,2,1,3,78.9,321.3111848,64.7356604
1,2,8,5,8,0,1,5,0,3,62.1,220.5507783,93.94595065
1,2,2,3,7,2,2,2,4,7,77.6,413.541148,372.933205
2,2,9,2,8,2,1,6,4,6,78.8,290.839218,161.7785752
1,2,7,1,6,2,2,2,3,9,94.7,1148.033598,73.10062573
1,3,5,5,6,2,1,5,5,6,89.5,243.8631174,64.7356604
1,2,7,2,2,2,1,4,3,6,74.5,388.1308043,89.33622132
1,9,4,6,5,2,2,1,1,3,61.1,154.7604152,127.4397297
1,6,2,3,5,2,2,2,1,4,66.5,411.0264496,113.5974039
1,3,10,2,8,0,2,5,0,9,83.6,1281.841905,77.02625332
2,2,4,1,7,1,2,2,3,3,61.1,154.7604152,127.4397297
1,6,5,3,8,0,2,2,2,3,55.7,313.6281544,102.9492058
1,2,8,5,6,2,2,4,4,5,64.4,126.4602794,112.8953553
1,9,5,5,6,0,2,1,1,5,52.0,380.0074949,75.01260027
1,9,4,5,9,2,2,5,5,7,90.2,360.3959185,81.460788
2,2,7,3,6,2,1,4,1,4,63.9,337.5618841,71.52628694
1,2,5,3,6,2,1,2,0,3,79.1,489.4121318,82.92437534
2,5,11,4,9,2,2,0,0,7,84.5,340.3571952,75.01260027
3,3,3,5,5,2,1,8,5,7,82.5,360.8654395,78.28836493
1,2,3,1,8,1,2,2,4,6,83.5,478.9911174,110.3108459
2,3,10,3,5,0,2,6,1,4,82.2,250.1756512,121.6670744
1,2,5,5,8,1,2,2,4,5,93.8,372.4357116,64.46313682
1,3,7,5,6,2,2,5,4,6,90.1,269.2143678,93.94595065
1,3,7,3,8,2,1,2,1,5,73.8,258.6382155,82.92437534
