Gender_Code,Work_Schedule_Code,Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,Housing_tenure_group_code,Income_Code,imd_decile,green_space_pct,park_distance_m,crime_rate_per_1000
1,2,5,4,7,1,2,5,5,2,48.9,176.6483453,121.6670744
1,2,4,1,6,2,1,2,3,7,88.6,433.6432643,85.64933259
1,3,5,5,9,0,2,4,2,9,96.6,454.2983688,71.52628694
1,2,3,1,7,2,1,2,5,5,83.3,313.4991137,161.7785752
1,3,6,5,9,0,2,2,2,3,82.2,250.1756512,121.6670744
1,2,5,3,2,2,1,2,5,8,88.8,289.9662852,85.64933259
1,5,13,1,8,0,2,4,5,9,95.9,282.676841,92.56137265
1,9,7,4,8,2,1,2,0,4,74.6,289.413251,106.554188
2,2,7,5,9,0,1,5,0,3,80.1,370.2069804,89.33622132
1,6,5,1,8,2,0,7,0,4,79.8,380.1352283,112.8953553
3,2,4,1,7,2,2,2,4,5,68.6,302.4887865,102.9492058
1,8,3,4,7,2,0,0,1,9,77.6,413.541148,372.933205
1,9,8,5,7,2,2,5,4,2,77.6,281.0933161,69.34413948
2,2,6,5,8,0,2,4,0,3,78.9,315.2061664,93.94595065
1,2,2,1,8,2,1,2,4,5,88.0,327.0074148,81.460788
1,3,3,2,4,1,2,6,1,3,89.2,405.4403459,87.80214462
1,7,7,6,4,2,2,2,1,3,72.8,285.7571366,87.80214462
1,3,5,6,5,1,2,1,1,6,95.2,960.7470303,73.10062573
2,7,6,5,5,1,1,5,3,4,85.8,379.2330971,85.64933259
1,7,5,2,7,2,2,3,1,6,48.2,272.7341456,106.554188
1,3,7,4,8,1,2,4,3,3,76.1,415.0243172,127.4397297
1,5,11,1,8,0,1,4,2,8,81.6,424.4852207,78.28836493
2,2,4,3,4,2,1,2,0,4,86.3,264.452818,81.460788
1,2,8,2,8,1,2,4,4,2,77.5,258.4916932,107.0192611
1,2,3,1,9,2,2,6,0,7,86.7,253.1848485,127.4397297
1,2,9,4,4,2,1,4,0,4,71.9,242.3407647,71.52628694
1,2,7,1,1,2,2,6,5,2,92.4,244.8868506,113.5974039
1,7,2,3,6,2,2,2,2,6,80.1,521.6443942,82.92437534
1,2,6,4,9,2,2,5,5,4,66.4,175.6777855,106.554188
2,2,5,1,8,0,1,2,5,7,55.0,278.7920197,161.7785752
1,3,7,5,7,2,2,4,4,8,81.6,424.4852207,78.28836493
1,6,3,5,8,0,2,8,2,8,81.7,465.5183719,144.3589814
1,3,5,1,8,1,2,3,0,2,88.5,210.4077596,127.4397297
1,2,4,1,7,0,2,2,4,9,95.3,914.4962356,73.10062573
1,3,6,1,10,1,1,2,2,2,73.8,246.155859,110.3108459
3,8,3,3,1,2,1,7,2,2,55.3,180.6842103,93.94595065
1,9,4,5,7,2,2,5,3,5,86.1,464.6573403,69.34413948
1,9,6,5,6,1,2,5,5,4,91.6,503.8288408,96.79696038
1,2,6,5,7,0,2,5,0,5,91.4,568.4796683,61.22939836
2,6,4,1,7,1,1,2,2,3,78.9,254.2155395,112.8953553
1,2,4,1,9,0,2,2,5,4,56.6,198.3131996,112.8953553
1,2,6,4,7,0,2,4,0,6,28.8,249.6176863,112.8953553
1,2,3,3,6,2,1,2,3,7,62.7,459.6985916,69.34413948
1,2,6,4,8,0,2,4,4,6,85.1,480.4077777,92.56137265
1,11,4,3,7,1,1,2,2,2,66.1,286.3614256,161.7785752
1,2,5,4,7,1,2,5,4,5,78.8,233.5163089,121.6670744
3,6,1,3,6,2,2,8,5,4,74.0,373.1459577,81.460788
3,2,3,3,8,2,2,2,4,1,81.5,388.3651306,81.460788
1,9,7,6,3,2,0,0,1,8,85.1,382.394133,77.02625332
1,3,6,5,7,0,2,5,5,10,95.6,422.6251898,69.34413948
1,2,5,1,10,0,2,5,5,9,86.6,416.2383848,78.28836493
1,6,2,4,5,2,2,8,0,3,89.2,405.4403459,87.80214462
1,2,5,4,8,2,2,2,4,9,85.2,302.3566345,59.12433069
1,3,7,5,8,0,2,5,5,8,85.7,248.8260142,71.52628694
1,5,12,4,5,2,2,4,2,6,81.0,443.6070744,93.94595065
2,8,8,2,10,2,2,1,0,2,93.2,351.4316316,92.56137265
2,3,4,2,4,2,2,4,0,4,93.1,205.4544738,112.8953553
2,2,7,5,7,2,2,5,5,7,83.7,295.4623519,78.28836493
2,2,3,1,7,2,2,2,4,3,55.7,313.6281544,102.9492058
1,6,3,3,6,2,2,2,0,5,74.6,289.413251,106.554188
1,2,8,2,8,2,2,5,0,9,98.0,535.9539143,77.02625332
1,7,4,1,9,0,2,5,5,4,89.8,438.8166811,372.933205
1,2,4,1,7,2,1,2,3,4,83.3,313.4991137,161.7785752
1,2,5,4,7,2,2,2,4,6,39.3,150.6455461,161.7785752
2,3,2,4,7,2,2,8,0,4,88.0,566.555378,75.01260027
1,3,2,2,7,2,1,2,1,5,93.9,252.7094037,82.92437534
1,8,6,6,6,2,0,3,0,5,72.4,368.3446037,81.460788
1,8,7,2,5,2,2,1,1,2,60.0,283.4253062,85.64933259
1,8,7,2,4,2,1,1,1,5,50.2,193.3377661,121.6670744
1,2,2,3,6,2,2,2,2,3,88.5,210.4077596,127.4397297
2,7,4,2,8,2,2,3,0,7,89.8,438.8166811,372.933205
1,2,5,5,10,0,2,2,4,3,69.7,225.5575184,121.6670744
1,3,5,6,5,1,2,2,1,6,94.9,587.1728851,93.94595065
1,3,6,5,6,2,2,2,4,6,81.5,971.8237914,61.22939836
1,2,6,5,8,0,2,4,4,2,75.6,466.4038466,96.79696038
2,5,10,1,8,1,2,5,4,8,90.3,263.6342935,71.52628694
1,5,10,1,9,0,2,5,0,10,88.0,327.0074148,81.460788
1,2,5,2,8,1,2,2,0,3,80.4,165.8940487,110.3108459
1,2,2,3,8,1,2,3,2,2,92.0,311.6815792,69.34413948
1,2,7,1,5,2,2,2,0,5,87.5,347.5585172,89.33622132
1,3,7,4,8,2,2,7,3,2,57.5,228.9152562,112.8953553
2,2,8,5,6,0,2,4,5,2,70.7,282.0495154,112.8953553
1,2,8,5,7,1,2,5,3,6,90.6,699.9594317,82.92437534
1,7,6,6,5,2,2,0,1,8,96.1,578.1108645,64.7356604
1,2,3,3,8,0,2,2,0,4,88.5,253.4019849,107.0192611
1,3,5,5,9,2,2,5,5,4,86.1,400.395446,71.52628694
1,3,5,5,8,0,2,5,5,7,96.4,504.5082864,64.7356604
1,2,7,5,8,0,2,5,5,9,83.6,1281.841905,77.02625332
1,2,8,2,4,2,2,1,3,4,74.3,285.6464107,93.94595065
1,2,7,1,8,0,2,5,0,4,98.1,623.8264751,92.56137265
1,8,2,4,8,2,2,3,1,1,48.9,176.6483453,121.6670744
1,3,4,6,8,0,2,1,2,6,74.4,195.0558595,113.5974039
1,8,4,6,5,2,0,1,2,7,79.7,256.3313624,64.10579525
1,2,4,4,3,2,0,1,3,1,59.5,212.6461234,372.933205
1,2,4,1,8,0,1,5,5,3,86.0,377.2491965,127.4397297
1,2,5,3,7,2,1,5,4,10,92.9,452.5629203,64.10579525
1,2,3,1,9,1,1,2,5,7,58.3,372.8135629,75.01260027
2,3,5,5,7,2,2,2,0,2,70.0,237.9715672,96.13295825
1,6,5,5,10,0,2,3,3,8,81.7,465.5183719,144.3589814
2,2,6,5,8,0,2,5,5,7,82.7,273.3212368,81.460788
2,2,6,5,7,2,1,5,5,9,93.9,428.7586748,59.12433069
1,2,4,2,8,2,2,5,5,8,65.6,445.4240359,87.80214462
1,3,5,2,7,2,1,2,0,1,50.2,193.3377661,121.6670744
1,3,5,2,3,2,1,8,2,4,65.8,465.2893145,64.46313682
1,3,6,4,6,2,2,4,5,9,82.9,317.4592347,59.12433069
1,2,3,3,7,1,2,2,3,7,82.6,239.2184884,85.64933259
2,2,3,1,8,2,2,6,4,2,86.0,285.9620554,102.9492058
1,3,4,2,8,1,2,5,4,3,93.4,435.3831402,82.92437534
1,2,6,4,9,0,1,5,4,2,79.1,489.4121318,82.92437534
1,2,5,1,9,2,2,8,1,6,86.8,551.627162,59.12433069
1,4,6,2,6,2,1,0,1,4,76.9,222.5971968,81.460788
1,2,5,2,6,2,2,3,0,9,87.7,552.1392023,372.933205
2,3,8,4,10,0,2,6,0,4,79.0,376.6616313,85.64933259
2,3,3,5,10,2,2,1,1,3,79.7,350.5739049,77.02625332
1,8,9,4,8,2,2,2,2,4,89.7,535.3999691,78.28836493
2,2,4,2,3,0,1,0,0,8,95.3,805.2251128,87.80214462
2,6,4,1,8,0,2,3,1,2,93.7,557.6200615,73.74327005
1,9,5,5,4,2,2,3,0,5,89.2,387.3482353,75.01260027
1,2,6,5,8,2,1,3,0,2,88.7,529.836016,93.94595065
1,7,7,6,4,2,1,3,1,5,89.2,726.735366,82.92437534
2,2,7,3,7,2,2,2,0,7,91.0,823.9471287,89.33622132
1,6,3,1,8,0,2,2,4,5,85.2,213.1330319,372.933205
1,2,2,1,7,1,2,2,2,6,87.1,588.6223879,75.01260027
1,2,6,6,8,2,2,3,1,8,98.0,535.9539143,77.02625332
1,3,8,2,8,1,1,5,4,4,89.4,293.9610116,93.94595065
1,2,2,2,8,1,1,0,5,8,85.5,402.67,71.52628694
2,2,6,1,7,1,2,2,4,4,82.2,250.1756512,121.6670744
1,8,7,5,5,2,2,2,2,7,94.0,611.7131769,64.7356604
1,2,5,4,7,1,2,5,5,4,43.9,220.1948865,161.7785752
1,2,3,1,9,2,1,2,5,9,91.3,410.1128687,69.34413948
1,7,8,1,4,2,2,4,5,3,74.5,716.0455818,87.80214462
0,3,6,6,5,2,2,2,4,8,82.9,651.0084435,61.22939836
1,2,5,4,8,0,1,5,4,4,85.3,279.6337094,82.92437534
2,7,5,5,8,2,2,3,1,7,82.9,317.4592347,59.12433069
0,8,6,4,2,2,2,2,0,5,78.8,290.839218,161.7785752
2,2,9,3,7,2,2,2,3,10,94.3,454.3773649,64.10579525
1,2,3,1,7,2,1,2,4,7,89.5,243.8631174,64.7356604
1,2,5,5,10,2,2,1,3,4,85.8,379.2330971,85.64933259
1,2,6,1,9,0,2,5,5,6,86.3,202.8169233,87.80214462
1,2,9,1,10,0,2,4,4,7,60.7,581.1251651,61.22939836
2,3,4,3,7,1,1,6,0,4,30.6,175.682866,127.4397297
2,5,11,1,5,2,2,0,1,3,78.9,350.6540443,96.79696038
1,7,4,6,3,2,1,2,1,5,91.7,315.5258907,87.80214462
2,2,6,5,6,2,2,2,3,3,93.4,190.4754795,102.9492058
2,2,6,1,7,2,1,2,1,4,85.3,539.0898429,87.80214462
1,2,2,3,7,1,2,2,4,7,83.0,480.181777,75.01260027
1,3,7,5,8,0,2,5,3,5,29.7,251.602269,96.79696038
1,7,2,6,8,1,0,2,1,3,67.8,879.1669964,87.80214462
2,2,6,5,8,2,2,0,5,8,29.7,251.602269,96.79696038
1,2,3,3,7,1,2,2,5,5,80.1,217.2005439,107.0192611
1,9,6,2,1,2,1,3,1,2,81.1,225.7725295,113.5974039
1,2,8,5,6,2,1,5,3,2,65.9,281.6429255,81.460788
1,2,2,3,9,2,1,2,5,3,78.8,154.3225881,106.554188
2,2,3,5,9,0,1,2,2,3,87.7,477.3882784,89.33622132
1,9,7,1,8,1,2,5,0,9,96.2,320.3804147,75.01260027
2,2,5,1,6,2,2,5,5,6,86.2,238.4656339,107.0192611
1,6,5,5,7,2,2,5,0,5,90.9,1363.62197,73.10062573
2,8,10,6,2,2,2,2,1,4,93.0,532.9147208,77.02625332
1,2,7,4,5,0,2,5,4,9,85.6,312.9498369,64.7356604
1,2,7,4,8,0,2,5,5,3,72.8,285.7571366,87.80214462
1,2,3,4,9,1,1,2,4,4,49.7,490.7903548,102.9492058
1,9,6,5,8,1,2,5,4,4,79.3,434.1895906,71.52628694
1,2,3,4,4,2,2,2,3,6,80.1,521.6443942,82.92437534
1,3,6,5,8,0,2,5,5,5,95.4,264.5384905,102.9492058
1,6,2,3,7,1,2,8,1,2,40.1,248.0655072,107.0192611
1,2,5,5,5,1,2,5,0,2,91.0,269.7703135,127.4397297
1,7,5,5,5,1,1,1,2,3,79.9,260.8400465,161.7785752
1,2,5,5,8,1,1,5,5,2,88.4,432.918309,87.80214462
1,2,4,4,6,2,2,2,3,5,93.5,356.7285953,89.33622132
0,2,6,5,10,0,2,2,4,3,82.5,362.4532985,77.02625332
1,2,8,1,7,2,0,2,3,10,87.1,408.6119916,59.12433069
1,2,3,1,8,0,2,5,5,6,71.4,310.6722033,73.10062573
2,2,4,4,8,2,1,5,0,4,36.1,231.9022499,106.554188
2,8,7,4,5,2,2,3,1,3,47.8,315.3166819,75.01260027
1,9,6,5,6,2,2,5,0,9,68.5,503.0448939,372.933205
1,5,12,4,8,0,2,3,0,4,89.0,208.8943907,69.34413948
1,2,5,6,8,1,2,5,3,5,84.7,358.3771119,73.74327005
1,9,2,6,7,2,1,2,2,4,81.1,261.2882823,93.94595065
1,2,8,4,8,2,2,2,1,3,94.7,199.5284734,93.94595065
1,3,6,6,7,2,2,1,0,4,80.1,521.6443942,82.92437534
2,2,6,1,8,0,1,4,0,6,87.1,588.6223879,75.01260027
1,3,7,5,8,0,2,1,2,2,74.0,624.9784193,144.3589814
1,2,6,5,4,2,0,2,2,6,78.3,271.2329503,96.79696038
1,2,3,4,8,2,1,2,3,5,62.1,220.5507783,93.94595065
2,2,5,5,9,0,2,5,5,10,73.1,814.7140228,64.7356604
2,2,9,4,7,2,2,2,4,8,75.7,557.9557642,77.02625332
1,7,6,2,5,0,1,4,1,4,81.1,225.7725295,113.5974039
1,3,5,5,4,2,2,0,1,1,35.8,406.4771433,372.933205
1,9,4,5,9,0,2,2,0,9,77.3,242.9118031,61.22939836
1,3,5,5,10,2,2,4,5,3,78.1,221.6225912,121.6670744
1,2,3,1,7,2,0,2,4,2,76.6,186.3648458,110.3108459
1,3,3,5,3,1,2,2,4,3,85.7,364.2087794,107.0192611
2,2,4,1,9,0,2,2,3,2,52.2,157.773891,106.554188
1,7,5,6,8,0,2,3,1,2,96.4,317.2234659,64.10579525
1,2,5,1,9,0,2,5,5,6,74.5,716.0455818,87.80214462
1,3,5,5,8,0,2,5,0,10,90.7,353.8252072,87.80214462
1,2,7,5,7,0,2,4,5,5,87.2,735.8720486,96.79696038
2,7,6,4,9,2,2,2,2,3,82.0,264.3229675,127.4397297
2,2,8,2,9,0,2,5,5,6,96.7,331.2468311,81.460788
2,2,2,3,8,2,2,2,2,7,50.1,211.6155909,96.79696038
1,2,8,5,7,0,2,5,4,7,93.2,279.0650321,78.28836493
1,2,6,4,8,1,1,0,0,4,77.9,250.1292055,113.5974039
1,2,3,3,8,2,2,2,5,6,77.2,239.5692645,81.460788
1,3,4,1,7,2,1,2,2,2,63.8,310.18823,106.554188
1,2,2,4,6,2,2,5,3,3,49.3,165.0903549,106.554188
2,3,3,2,9,1,2,4,5,6,74.5,388.1308043,89.33622132
1,2,3,3,8,1,2,6,3,5,71.4,162.400739,113.5974039
1,3,2,4,8,2,2,2,1,3,61.1,154.7604152,127.4397297
2,2,8,2,8,0,2,4,0,9,98.0,535.9539143,77.02625332
2,2,3,1,10,0,0,4,5,2,74.5,406.252765,71.52628694
1,3,5,6,9,1,2,2,1,2,83.1,488.5110043,96.79696038
2,4,8,1,8,0,1,2,5,8,56.3,345.1142981,161.7785752
1,2,5,5,6,0,2,6,3,8,76.9,225.6173672,112.8953553
2,3,6,4,8,2,2,4,2,5,78.2,491.4274889,96.79696038
1,2,3,1,8,0,1,4,0,3,97.5,165.4071761,87.80214462
1,9,6,5,8,0,2,5,3,4,89.5,408.4313626,78.28836493
1,7,5,5,1,2,1,3,1,3,76.9,287.6973546,85.64933259
1,8,6,2,10,2,2,2,1,3,56.8,273.105102,93.94595065
2,4,7,4,6,0,1,1,4,4,56.2,255.1615328,112.8953553
1,2,4,1,8,2,2,2,5,4,78.8,233.5163089,121.6670744
1,9,6,5,7,2,2,2,5,5,95.6,217.9870988,87.80214462
1,5,11,1,9,0,1,4,5,10,82.9,240.109121,59.12433069
2,2,4,4,8,0,2,2,5,7,82.8,372.6382826,85.64933259
1,2,4,4,6,2,1,3,3,2,74.2,220.0506887,75.01260027
0,5,10,2,5,2,2,3,0,3,19.8,312.8679601,127.4397297
2,6,1,2,8,1,2,1,0,2,96.4,317.2234659,64.10579525
1,2,4,1,6,2,2,2,4,4,86.2,238.4656339,107.0192611
2,2,7,5,8,0,2,5,1,3,86.0,465.4614689,96.13295825
1,6,2,3,6,2,1,2,1,9,90.9,431.9664867,110.3108459
1,9,4,5,8,2,1,2,4,3,85.9,387.7488934,96.79696038
1,2,2,3,8,0,2,3,2,3,52.5,109.283767,106.554188
1,2,2,3,6,1,1,2,4,7,71.6,497.9185474,113.5974039
2,2,4,3,7,2,2,2,2,3,82.9,314.3614614,87.80214462
1,9,4,6,6,2,2,2,3,4,86.2,126.9061471,127.4397297
1,9,5,5,10,0,2,2,2,4,91.6,503.8288408,96.79696038
2,2,9,3,2,2,0,6,2,6,60.7,581.1251651,61.22939836
2,2,8,5,2,2,2,5,2,7,89.7,238.2959397,64.10579525
0,3,9,3,5,2,0,3,1,4,87.3,578.6153528,372.933205
1,2,2,3,7,2,2,2,4,4,49.3,165.0903549,106.554188
1,3,4,1,8,2,1,2,2,4,93.5,356.7285953,89.33622132
2,7,7,4,4,2,2,2,1,3,74.2,220.0506887,75.01260027
1,6,1,2,10,2,2,1,0,4,88.0,566.555378,75.01260027
1,2,5,4,5,2,0,2,2,3,98.2,248.1116787,110.3108459
1,3,3,2,8,1,1,3,2,3,75.8,208.1437863,121.6670744
1,7,6,5,8,0,2,4,1,7,85.9,231.8763801,71.52628694
1,3,7,6,5,2,2,5,2,9,91.3,410.1128687,69.34413948
1,9,7,5,7,1,2,5,4,6,92.9,574.2612554,78.28836493
1,9,8,2,10,0,2,0,1,8,93.9,331.8067901,78.28836493
1,2,3,1,8,0,2,2,5,3,56.6,198.3131996,112.8953553
1,9,5,5,4,2,2,1,0,2,80.1,217.2005439,107.0192611
1,9,4,6,6,2,2,2,1,3,87.7,477.3882784,89.33622132
2,2,5,5,8,2,2,4,5,4,76.9,317.4000186,85.64933259
1,5,1,6,7,2,2,5,2,2,48.2,272.7341456,106.554188
1,6,6,4,8,1,2,4,1,7,72.4,368.3446037,81.460788
1,3,7,4,7,2,2,5,2,6,48.2,272.7341456,106.554188
1,3,4,5,9,2,0,5,2,4,82.9,314.3614614,87.80214462
1,2,3,1,8,2,1,5,5,3,49.3,165.0903549,106.554188
1,8,10,4,4,2,1,3,1,2,94.7,199.5284734,93.94595065
2,2,2,3,7,2,2,2,3,4,89.4,346.1284687,110.3108459
2,5,9,2,8,2,2,5,5,5,86.3,886.5337803,96.79696038
1,2,4,3,8,1,2,2,4,2,84.9,238.6198735,107.0192611
1,9,4,5,8,2,2,0,3,4,79.7,174.7262071,69.34413948
1,7,5,4,5,2,2,1,0,2,63.2,217.5237737,121.6670744
2,2,4,4,8,2,1,2,4,4,93.9,252.7094037,82.92437534
1,3,4,5,8,1,2,5,5,6,90.9,1452.36234,73.74327005
1,3,7,2,5,1,1,0,1,3,47.8,315.3166819,75.01260027
1,4,8,1,7,0,2,5,0,8,90.7,209.4413019,81.460788
1,3,10,1,6,0,2,4,4,10,91.4,469.2793215,59.12433069
1,3,6,6,9,1,1,2,2,6,80.9,485.4272489,71.52628694
1,2,3,1,6,2,1,2,5,3,87.6,224.5906916,121.6670744
1,2,9,1,8,1,2,5,5,7,87.3,578.6153528,372.933205
1,2,4,1,9,1,1,2,5,8,66.2,408.9015291,75.01260027
1,2,8,2,7,2,1,1,3,2,63.5,350.3166793,107.0192611
1,3,7,6,10,2,2,5,3,4,19.8,312.8679601,127.4397297
1,3,4,4,4,2,1,6,1,7,82.5,236.0967296,71.52628694
1,2,5,3,7,2,2,5,4,2,63.8,310.18823,106.554188
1,2,6,5,7,2,2,2,4,9,85.5,402.67,71.52628694
1,6,2,3,8,1,2,0,1,3,61.8,173.106062,112.8953553
1,7,5,6,7,2,1,1,2,4,75.3,303.8056881,93.94595065
2,2,4,1,8,0,1,2,5,2,86.5,506.8120876,144.3589814
1,2,3,1,7,2,2,2,5,2,80.5,210.527922,127.4397297
1,7,6,3,8,2,2,2,1,3,87.5,271.3382244,372.933205
1,3,8,5,5,2,2,5,5,6,84.3,449.5503527,107.0192611
1,2,9,5,6,2,2,2,5,9,94.4,629.8945102,64.10579525
1,3,5,5,8,2,2,0,0,7,69.3,586.4488115,71.52628694
1,5,8,4,10,0,2,3,1,4,94.9,646.4132979,89.33622132
1,2,5,4,7,2,1,2,2,5,83.4,366.3997512,71.52628694
2,8,5,5,8,2,1,1,1,2,93.7,557.6200615,73.74327005
1,3,6,2,10,2,2,5,0,8,85.7,248.8260142,71.52628694
1,5,5,6,5,0,2,1,1,4,76.9,222.5971968,81.460788
1,3,5,2,10,0,1,1,0,3,60.8,302.2411379,112.8953553
1,2,7,4,5,2,2,5,4,3,79.1,489.4121318,82.92437534
2,13,3,1,7,1,1,2,0,5,28.8,249.6176863,112.8953553
1,2,8,5,8,0,2,5,4,8,91.6,475.5271172,75.01260027
1,3,3,5,7,2,1,1,2,4,69.2,416.4294175,71.52628694
1,2,3,5,3,2,1,2,3,5,80.1,217.2005439,107.0192611
1,3,4,6,2,2,0,2,1,3,68.2,215.1849939,106.554188
2,2,5,5,7,2,1,5,0,6,87.7,571.2292251,77.02625332
1,2,5,5,9,0,2,5,5,2,90.8,231.1314767,102.9492058
0,9,4,5,5,2,2,2,4,4,83.1,488.5110043,96.79696038
1,9,4,5,8,2,2,5,0,2,89.4,407.033161,102.9492058
1,8,9,6,5,2,0,1,1,4,96.0,416.7715212,82.92437534
1,2,8,5,9,1,2,5,4,2,85.5,234.4239849,113.5974039
1,2,4,6,7,2,1,2,2,3,82.9,314.3614614,87.80214462
1,6,3,2,8,2,1,1,1,3,55.7,313.6281544,102.9492058
1,3,4,6,7,2,2,2,1,6,93.1,205.4544738,112.8953553
1,2,5,3,6,2,2,0,4,4,39.8,309.1202122,372.933205
1,7,10,2,9,0,0,4,0,3,82.7,496.9941142,92.56137265
1,6,4,1,7,2,2,2,2,2,74.4,195.0558595,113.5974039
1,3,3,1,8,2,2,2,4,4,84.9,238.6198735,107.0192611
1,2,3,2,4,2,2,4,0,4,93.8,270.8615367,96.79696038
2,2,3,1,8,1,1,2,3,4,73.8,246.155859,110.3108459
2,2,5,5,9,1,2,4,5,4,56.6,198.3131996,112.8953553
1,2,4,3,8,1,2,2,3,3,87.6,224.5906916,121.6670744
1,2,5,2,7,2,1,5,2,4,92.6,323.3037533,102.9492058
1,2,7,5,8,0,2,5,5,5,80.9,516.2722582,96.79696038
1,2,7,5,8,0,2,5,5,8,96.2,523.4288408,61.22939836
1,2,2,3,7,2,1,2,0,2,73.8,275.6136959,102.9492058
1,2,7,4,7,2,2,7,2,5,51.6,426.6566447,372.933205
1,2,6,5,9,0,1,5,0,7,81.7,349.6899188,89.33622132
1,2,2,1,7,2,0,2,3,3,51.0,205.3602516,93.94595065
2,2,4,5,9,0,2,5,0,8,93.9,331.8067901,78.28836493
1,2,6,4,3,2,0,2,3,3,61.1,154.7604152,127.4397297
1,7,4,3,1,2,0,2,1,6,96.0,340.3336151,93.94595065
2,2,4,1,7,1,2,2,3,8,77.9,703.5278202,73.10062573
1,2,5,5,10,0,2,2,0,8,85.7,598.699688,69.34413948
1,2,9,5,7,0,1,5,5,6,87.7,284.6177031,81.460788
1,7,3,1,3,2,2,2,3,8,71.8,554.1735695,161.7785752
2,6,1,2,8,0,2,5,0,8,96.0,447.1174424,64.46313682
1,2,8,2,7,2,2,4,0,3,90.3,546.8897438,82.92437534
1,3,7,5,7,2,2,5,5,2,77.3,278.9395101,110.3108459
3,3,3,4,6,2,2,4,1,3,79.8,247.2901421,87.80214462
1,3,6,1,8,2,2,5,3,8,93.9,331.8067901,78.28836493
1,6,3,5,10,0,2,6,3,2,77.7,166.8381638,112.8953553
2,2,9,5,8,2,2,5,5,8,97.0,942.7296631,92.56137265
1,3,5,5,10,2,2,2,5,5,77.4,318.7759954,127.4397297
1,5,10,4,8,0,2,5,0,6,57.0,129.1527893,107.0192611
1,3,9,2,5,2,0,3,1,2,70.1,166.2330792,89.33622132
